candidate_id,rank,score,reasoning
CAND_0017090,44,86.4697,"Senior Software Engineer (ML) at Paytm (10001+ employees, Fintech industry) based in Kochi, Kerala with 5.5 years of experience. Top skills: Python (advanced), BentoML (advanced), OpenCV (advanced), Weights & Biases (advanced), OpenSearch (intermediate). Ph.D in Artificial Intelligence from Anna University [tier_2 institution]. Previously held roles as AI Specialist. Holds certifications: Deep Learning Specialization, AWS Certified Machine Learning Specialty. Profile completeness: 76%; saved by 18 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 71%; GitHub activity score: 73/100; interview completion rate: 87%; offer acceptance rate: 54%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 21.1-31.5 lpa."
CAND_0014063,45,86.4635,"AI Specialist at Sarvam AI (51-200 employees, AI/ML industry) based in Vizag, Andhra Pradesh with 5.4 years of experience. Top skills: Weights & Biases (advanced), FAISS (advanced), ASR (advanced), QLoRA (advanced), Machine Learning (advanced). B.E. in Data Science from Regional Technical Institute [tier_4 institution]. Previously held roles as Data Scientist.  Profile completeness: 70%; saved by 18 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 69%; GitHub activity score: 82/100; interview completion rate: 68%. Actively open to work; notice period 45 days; prefers flexible work; expected salary 32.1-35.8 lpa."
CAND_0031752,46,86.4527,"ML Engineer at Unacademy (5001-10000 employees, EdTech industry) based in Kolkata, West Bengal with 5.0 years of experience. Top skills: Python (advanced), Speech Recognition (advanced), Object Detection (advanced), Time Series (intermediate), Qdrant (intermediate). B.E. in Machine Learning from VIT Chennai [tier_3 institution]. Previously held roles as Computer Vision Engineer.  Profile completeness: 85%; saved by 22 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 82%; GitHub activity score: 63/100; interview completion rate: 53%. Actively open to work; notice period 120 days; prefers remote work; expected salary 29.0-37.4 lpa."
CAND_0072735,47,86.3372,"Senior Data Engineer at Freshworks (5001-10000 employees, SaaS industry) based in Dubai with 7.7 years of experience. Top skills: MLflow (advanced), Feature Engineering (advanced), Django (beginner), Next.js (intermediate), AWS (beginner). M.S. in Mathematics from Regional Technical Institute [tier_4 institution]. Previously held roles as Software Engineer. Holds certifications: AWS Certified Cloud Practitioner. Profile completeness: 72%; saved by 15 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 78%; GitHub activity score: 75/100; interview completion rate: 74%; offer acceptance rate: 24%. Notice period 120 days; prefers remote work; expected salary 23.5-32.9 lpa."
CAND_0066999,48,86.3211,"Recommendation Systems Engineer at Microsoft (10001+ employees, Software industry) based in Delhi, Delhi with 5.9 years of experience. Top skills: Machine Learning (advanced), FAISS (expert), BM25 (expert), Pinecone (advanced), CNN (advanced). M.S. in Computer Science from IIIT Bangalore [tier_1 institution]. Previously held roles as Senior Data Scientist.  Profile completeness: 73%; saved by 29 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 63%; GitHub activity score: 94/100; interview completion rate: 61%. Actively open to work; notice period 15 days; willing to relocate; prefers remote work; expected salary 42.3-43.5 lpa."
CAND_0053431,49,86.3065,"ML Engineer at TCS (10001+ employees, IT Services industry) based in Ahmedabad, Gujarat with 6.1 years of experience. Top skills: pgvector (advanced), Python (advanced), Forecasting (advanced), TTS (advanced), Apache Flink (intermediate). B.E. in Data Science from Carnegie Mellon University [tier_1 institution]. Previously held roles as AI Specialist. Holds certifications: LangChain for LLM Application Development. Profile completeness: 60%; saved by 23 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 67%; GitHub activity score: 78/100; interview completion rate: 88%; offer acceptance rate: 77%. Notice period 90 days; prefers remote work; expected salary 27.7-50.2 lpa."
CAND_0069248,50,86.2919,"AI Research Engineer at Unacademy (5001-10000 employees, EdTech industry) based in Vizag, Andhra Pradesh with 5.4 years of experience. Top skills: OpenCV (advanced), QLoRA (advanced), FAISS (advanced), BentoML (advanced), YOLO (advanced). M.Tech in Computer Science from Thapar University [tier_2 institution]. Previously held roles as AI Specialist.  Profile completeness: 75%; saved by 17 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 75%; GitHub activity score: 80/100; interview completion rate: 53%. Actively open to work; notice period 120 days; willing to relocate; prefers onsite work; expected salary 30.9-45.6 lpa."
CAND_0062772,51,86.2876,"Senior Software Engineer (ML) at Vedantu (1001-5000 employees, EdTech industry) based in Trivandrum, Kerala with 6.6 years of experience. Top skills: MLOps (advanced), Kubeflow (advanced), Weights & Biases (advanced), TensorFlow (intermediate), YOLO (intermediate). M.Sc in Artificial Intelligence from VIT Chennai [tier_3 institution]. Previously held roles as Senior Software Engineer (ML), AI Specialist. Holds certifications: LangChain for LLM Application Development. Profile completeness: 64%; saved by 18 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 86%; GitHub activity score: 63/100; interview completion rate: 91%; offer acceptance rate: 57%. Notice period 90 days; prefers hybrid work; expected salary 31.2-45.2 lpa."
CAND_0044890,52,86.2713,"AI Research Engineer at Haptik (201-500 employees, Conversational AI industry) based in Bhubaneswar, Odisha with 5.0 years of experience. Top skills: FAISS (advanced), LoRA (advanced), Haystack (advanced), Redux (intermediate), Recommendation Systems (intermediate). B.Tech in Machine Learning from IIIT Bangalore [tier_1 institution]. Previously held roles as Computer Vision Engineer.  Profile completeness: 86%; saved by 30 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 79%; GitHub activity score: 66/100; interview completion rate: 68%. Actively open to work; notice period 90 days; willing to relocate; prefers hybrid work; expected salary 19.1-31.1 lpa."
CAND_0022127,53,86.27,"Computer Vision Engineer at Rephrase.ai (11-50 employees, AI/ML industry) based in Kolkata, West Bengal with 5.5 years of experience. Top skills: Vector Search (advanced), Qdrant (advanced), MLflow (intermediate), OpenCV (intermediate), Elasticsearch (intermediate). M.Sc in Physics from Bharati Vidyapeeth [tier_3 institution]. Previously held roles as Computer Vision Engineer.  Profile completeness: 46%; saved by 43 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 86%; GitHub activity score: 65/100; interview completion rate: 74%; offer acceptance rate: 42%. Actively open to work; notice period 120 days; willing to relocate; prefers flexible work; expected salary 25.4-51.9 lpa."
CAND_0049771,54,86.2524,"AI Research Engineer at Wysa (51-200 employees, HealthTech AI industry) based in Ahmedabad, Gujarat with 5.0 years of experience. Top skills: Python (advanced), ASR (advanced), OpenCV (advanced), Pinecone (advanced), Image Classification (advanced). M.E. in Statistics from COEP Pune [tier_2 institution]. Previously held roles as Junior ML Engineer, Computer Vision Engineer.  Profile completeness: 49%; saved by 1 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 81%; GitHub activity score: 63/100; interview completion rate: 54%; offer acceptance rate: 60%. Notice period 60 days; willing to relocate; prefers onsite work; expected salary 28.6-36.0 lpa."
CAND_0008295,55,86.232,"AI Research Engineer at Razorpay (1001-5000 employees, Fintech industry) based in Pune, Maharashtra with 6.5 years of experience. Top skills: QLoRA (advanced), Python (advanced), BentoML (advanced), TTS (advanced), Forecasting (advanced). M.Tech in Computer Engineering from Symbiosis International [tier_3 institution]. Previously held roles as Senior Software Engineer (ML).  Profile completeness: 87%; saved by 31 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 89%; GitHub activity score: 51/100; interview completion rate: 90%; offer acceptance rate: 55%. Actively open to work; notice period 45 days; willing to relocate; prefers remote work; expected salary 16.2-47.5 lpa."
CAND_0005538,56,86.2107,"Senior AI Engineer at Adobe (10001+ employees, Software industry) based in Kolkata, West Bengal with 5.9 years of experience. Top skills: Information Retrieval Systems (advanced), TTS (advanced), pgvector (expert), Workflow Orchestration (expert), ASR (advanced). B.Tech in Data Science from SRM University [tier_2 institution]. Previously held roles as Senior Machine Learning Engineer, Lead AI Engineer. Holds certifications: Deep Learning Specialization. Profile completeness: 88%; saved by 20 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 81%; GitHub activity score: 58/100; interview completion rate: 76%; offer acceptance rate: 81%. Actively open to work; notice period 90 days; prefers onsite work; expected salary 45.7-69.6 lpa."
CAND_0014440,57,86.1724,"Recommendation Systems Engineer at CRED (1001-5000 employees, Fintech industry) based in Chennai, Tamil Nadu with 6.4 years of experience. Top skills: FAISS (expert), TensorFlow (advanced), Elasticsearch (advanced), Forecasting (intermediate), Diffusion Models (advanced). B.Tech in Data Science from VJTI Mumbai [tier_2 institution]. Previously held roles as NLP Engineer.  Profile completeness: 69%; saved by 33 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 64%; GitHub activity score: 90/100; interview completion rate: 84%. Actively open to work; notice period 60 days; prefers flexible work; expected salary 27.0-59.4 lpa."
CAND_0039383,58,86.1426,"Applied ML Engineer at Meesho (1001-5000 employees, E-commerce industry) based in Gurgaon, Haryana with 7.1 years of experience. Top skills: NLP (advanced), CNN (advanced), Recommendation Systems (advanced), LoRA (advanced), FAISS (expert). B.Sc in Artificial Intelligence from IISc Bangalore [tier_1 institution]. Previously held roles as NLP Engineer, Machine Learning Engineer. Holds certifications: Google Cloud Professional ML Engineer, Deep Learning Specialization. Profile completeness: 89%; saved by 34 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 61%; GitHub activity score: 86/100; interview completion rate: 97%; offer acceptance rate: 78%. Actively open to work; notice period 90 days; willing to relocate; prefers onsite work; expected salary 34.9-39.7 lpa."
CAND_0046064,59,86.1313,"Senior NLP Engineer at Salesforce (10001+ employees, Software industry) based in Coimbatore, Tamil Nadu with 8.9 years of experience. Top skills: Deep Learning (advanced), Pinecone (expert), BM25 (expert), QLoRA (advanced), PEFT (expert). M.Tech in Artificial Intelligence from IIT Hyderabad [tier_1 institution]. Previously held roles as Lead AI Engineer, Senior ML Engineer — Search & Ranking.  Profile completeness: 75%; saved by 25 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 78%; GitHub activity score: 67/100; interview completion rate: 80%. Actively open to work; notice period 30 days; prefers flexible work; expected salary 36.6-53.4 lpa."
CAND_0054100,60,86.046,"Junior ML Engineer at Zoho (10001+ employees, SaaS industry) based in Kolkata, West Bengal with 6.0 years of experience. Top skills: Semantic Search (advanced), Deep Learning (advanced), Image Classification (advanced), GANs (advanced), Weaviate (advanced). M.E. in Machine Learning from Manipal Institute of Technology [tier_2 institution]. Previously held roles as ML Engineer, Computer Vision Engineer. Holds certifications: NLP Specialization. Profile completeness: 98%; saved by 30 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 79%; GitHub activity score: 73/100; interview completion rate: 60%; offer acceptance rate: 68%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 25.4-28.9 lpa."
CAND_0094056,61,85.9995,"NLP Engineer at Rephrase.ai (11-50 employees, AI/ML industry) based in Chennai, Tamil Nadu with 5.9 years of experience. Top skills: Sentence Transformers (advanced), Embeddings (expert), LlamaIndex (expert), GANs (advanced), Data Science (advanced). M.Tech in Information Technology from RV College of Engineering [tier_2 institution]. Previously held roles as Recommendation Systems Engineer.  Profile completeness: 60%; saved by 4 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 82%; GitHub activity score: 65/100; interview completion rate: 89%. Notice period 120 days; willing to relocate; prefers flexible work; expected salary 41.0-44.0 lpa."
CAND_0081480,62,85.9927,"Computer Vision Engineer at Sarvam AI (51-200 employees, AI/ML industry) based in Noida, Uttar Pradesh with 5.6 years of experience. Top skills: Fine-tuning LLMs (advanced), ASR (intermediate), BM25 (intermediate), FAISS (advanced), CI/CD (beginner). B.E. in Machine Learning from Jadavpur University [tier_2 institution]. Previously held roles as Computer Vision Engineer.  Profile completeness: 61%; saved by 31 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 85%; GitHub activity score: 61/100; interview completion rate: 97%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 20.4-53.9 lpa."
CAND_0001930,63,85.9253,"Senior Software Engineer (ML) at Dream11 (1001-5000 employees, Gaming industry) based in Kolkata, West Bengal with 6.9 years of experience. Top skills: Milvus (advanced), CNN (advanced), BentoML (advanced), CSS (beginner), NLP (intermediate). B.Tech in Statistics from Lovely Professional University [tier_3 institution]. Previously held roles as Computer Vision Engineer, Data Scientist. Holds certifications: Deep Learning Specialization, NLP Specialization. Profile completeness: 68%; saved by 40 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 65%; GitHub activity score: 76/100; interview completion rate: 95%; offer acceptance rate: 66%. Actively open to work; notice period 120 days; prefers remote work; expected salary 37.7-44.4 lpa."
CAND_0073007,64,85.9122,"AI Specialist at Aganitha (51-200 employees, AI/ML industry) based in Bangalore, Karnataka with 5.8 years of experience. Top skills: MLflow (advanced), Speech Recognition (advanced), Embeddings (advanced), Statistical Modeling (advanced), PyTorch (intermediate). M.S. in Information Technology from IIIT Hyderabad [tier_1 institution]. Previously held roles as Junior ML Engineer.  Profile completeness: 80%; saved by 39 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 83%; GitHub activity score: 66/100; interview completion rate: 75%; offer acceptance rate: 60%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 17.1-44.3 lpa."
CAND_0046525,65,85.9055,"Senior Machine Learning Engineer at Genpact AI (10001+ employees, AI Services industry) based in Pune, Maharashtra with 6.1 years of experience. Top skills: YOLO (advanced), pgvector (advanced), Information Retrieval (advanced), TTS (advanced), Elasticsearch (advanced). M.S. in Computer Engineering from Manipal Institute of Technology [tier_2 institution]. Previously held roles as Senior Machine Learning Engineer. Holds certifications: NLP Specialization. Profile completeness: 63%; saved by 38 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 88%; GitHub activity score: 37/100; interview completion rate: 81%; offer acceptance rate: 48%. Actively open to work; notice period 60 days; willing to relocate; prefers onsite work; expected salary 28.4-51.9 lpa."
CAND_0047721,66,85.9023,"Senior Data Scientist at Microsoft (10001+ employees, Software industry) based in Coimbatore, Tamil Nadu with 7.0 years of experience. Top skills: Learning to Rank (expert), Machine Learning (expert), NLP (expert), BM25 (expert), FAISS (advanced). B.Sc in Machine Learning from IIT Kharagpur [tier_1 institution]. Previously held roles as NLP Engineer. Holds certifications: Google Cloud Professional ML Engineer. Profile completeness: 65%; saved by 56 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 49%; GitHub activity score: 90/100; interview completion rate: 74%; offer acceptance rate: 45%. Notice period 90 days; willing to relocate; prefers hybrid work; expected salary 43.7-48.9 lpa."
CAND_0043676,67,85.8882,"Senior Software Engineer (ML) at Observe.AI (201-500 employees, AI/ML industry) based in Delhi, Delhi with 6.1 years of experience. Top skills: Diffusion Models (advanced), ASR (advanced), Reinforcement Learning (advanced), Salesforce CRM (beginner), LoRA (intermediate). Ph.D in Artificial Intelligence from IIT Kharagpur [tier_1 institution]. Previously held roles as Junior ML Engineer, AI Specialist. Holds certifications: Deep Learning Specialization. Profile completeness: 76%; saved by 2 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 65%; GitHub activity score: 85/100; interview completion rate: 94%; offer acceptance rate: 84%. Actively open to work; notice period 30 days; willing to relocate; prefers flexible work; expected salary 33.5-47.6 lpa."
CAND_0081686,68,85.8497,"Search Engineer at Netflix (10001+ employees, Media industry) based in Austin with 6.0 years of experience. Top skills: Python (expert), Milvus (expert), Kubeflow (advanced), CNN (advanced), Semantic Search (expert). M.S. in Data Science from IIT Kanpur [tier_1 institution]. Previously held roles as AI Engineer, Recommendation Systems Engineer. Holds certifications: Deep Learning Specialization. Profile completeness: 57%; saved by 47 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 91%; GitHub activity score: 46/100; interview completion rate: 86%. Notice period 60 days; prefers hybrid work; expected salary 30.3-45.9 lpa."
CAND_0090584,69,85.8315,"ML Engineer at Flipkart (10001+ employees, E-commerce industry) based in Pune, Maharashtra with 5.1 years of experience. Top skills: CNN (advanced), OpenSearch (advanced), RAG (advanced), FAISS (intermediate), Hugging Face Transformers (intermediate). M.E. in Computer Science from IIT Roorkee [tier_1 institution]. Previously held roles as AI Research Engineer.  Profile completeness: 82%; saved by 34 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 64%; GitHub activity score: 83/100; interview completion rate: 66%. Actively open to work; notice period 120 days; prefers remote work; expected salary 30.2-44.4 lpa."
CAND_0072547,70,85.8146,"Senior Software Engineer (ML) at Vedantu (1001-5000 employees, EdTech industry) based in Kolkata, West Bengal with 5.1 years of experience. Top skills: Information Retrieval (advanced), MLOps (advanced), Machine Learning (advanced), Reinforcement Learning (advanced), PowerPoint (intermediate). Ph.D in Mechanical Engineering from Tier-3 Engineering College [tier_4 institution]. Previously held roles as ML Engineer. Holds certifications: Deep Learning Specialization, LangChain for LLM Application Development. Profile completeness: 55%; saved by 38 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 81%; GitHub activity score: 50/100; interview completion rate: 99%; offer acceptance rate: 54%. Actively open to work; notice period 90 days; prefers hybrid work; expected salary 18.0-37.7 lpa."
CAND_0025293,71,85.8043,"Data Scientist at Mad Street Den (201-500 employees, AI/ML industry) based in Noida, Uttar Pradesh with 6.4 years of experience. Top skills: Object Detection (advanced), BM25 (intermediate), Django (intermediate), MLflow (intermediate), SQL (beginner). M.E. in Artificial Intelligence from VIT Vellore [tier_2 institution]. Previously held roles as AI Specialist. Holds certifications: Google Cloud Professional ML Engineer. Profile completeness: 81%; saved by 27 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 79%; GitHub activity score: 73/100; interview completion rate: 55%; offer acceptance rate: 53%. Notice period 120 days; prefers onsite work; expected salary 30.2-35.7 lpa."
CAND_0092706,72,85.7962,"AI Research Engineer at Unacademy (5001-10000 employees, EdTech industry) based in Delhi, Delhi with 5.8 years of experience. Top skills: MLOps (advanced), Hugging Face Transformers (advanced), Forecasting (advanced), Agile (beginner), Weights & Biases (advanced). B.Sc in Data Science from IIT Bombay [tier_1 institution]. Previously held roles as ML Engineer. Holds certifications: Deep Learning Specialization. Profile completeness: 99%; saved by 47 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 78%; GitHub activity score: 65/100; interview completion rate: 76%; offer acceptance rate: 50%. Actively open to work; notice period 120 days; willing to relocate; prefers onsite work; expected salary 36.2-32.9 lpa."
CAND_0059795,73,85.784,"Senior Software Engineer (ML) at Locobuzz (51-200 employees, AI/ML industry) based in Mumbai, Maharashtra with 5.6 years of experience. Top skills: Python (advanced), Machine Learning (advanced), GANs (advanced), Speech Recognition (advanced), Forecasting (advanced). M.S. in Computer Science from Lovely Professional University [tier_3 institution]. Previously held roles as Junior ML Engineer, AI Specialist. Holds certifications: AWS Certified Machine Learning Specialty, NLP Specialization. Profile completeness: 54%; saved by 38 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 75%; GitHub activity score: 57/100; interview completion rate: 89%; offer acceptance rate: 64%. Actively open to work; notice period 45 days; willing to relocate; prefers onsite work; expected salary 18.0-49.2 lpa."
CAND_0049978,74,85.7736,"Senior Software Engineer (ML) at Sarvam AI (51-200 employees, AI/ML industry) based in Trivandrum, Kerala with 6.6 years of experience. Top skills: PyTorch (advanced), Embeddings (advanced), Deep Learning (advanced), GANs (advanced), ASR (advanced). B.E. in Physics from Generic State University [tier_4 institution]. Previously held roles as AI Research Engineer.  Profile completeness: 93%; saved by 32 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 71%; GitHub activity score: 69/100; interview completion rate: 65%; offer acceptance rate: 29%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 36.6-54.3 lpa."
CAND_0042100,75,85.7354,"Machine Learning Engineer at Freshworks (5001-10000 employees, SaaS industry) based in Singapore with 7.3 years of experience. Top skills: Statistical Modeling (advanced), Semantic Search (advanced), QLoRA (expert), LLMs (expert), Learning to Rank (expert). B.Tech in Information Technology from VJTI Mumbai [tier_2 institution]. Previously held roles as Senior Data Scientist.  Profile completeness: 97%; saved by 11 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 87%; GitHub activity score: 43/100; interview completion rate: 67%. Actively open to work; notice period 90 days; willing to relocate; prefers flexible work; expected salary 36.4-41.9 lpa."
CAND_0083852,76,85.7037,"Data Scientist at Mad Street Den (201-500 employees, AI/ML industry) based in Ahmedabad, Gujarat with 6.0 years of experience. Top skills: Sentence Transformers (advanced), Prompt Engineering (intermediate), Qdrant (intermediate), Illustrator (beginner), Computer Vision (intermediate). Ph.D in Data Science from SRM Chennai [tier_3 institution]. Previously held roles as Computer Vision Engineer.  Profile completeness: 92%; saved by 24 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 85%; GitHub activity score: 71/100; interview completion rate: 74%; offer acceptance rate: 57%. Actively open to work; notice period 90 days; willing to relocate; prefers onsite work; expected salary 30.2-53.7 lpa."
CAND_0059017,77,85.6843,"AI Research Engineer at PhonePe (5001-10000 employees, Fintech industry) based in Ahmedabad, Gujarat with 6.8 years of experience. Top skills: YOLO (advanced), Forecasting (advanced), Statistical Modeling (advanced), Sentence Transformers (advanced), TensorFlow (advanced). Ph.D in Computer Science from IIT Kharagpur [tier_1 institution]. Previously held roles as Computer Vision Engineer.  Profile completeness: 90%; saved by 35 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 75%; GitHub activity score: 76/100; interview completion rate: 62%. Actively open to work; notice period 90 days; willing to relocate; prefers onsite work; expected salary 27.5-54.2 lpa."
CAND_0028422,78,85.5774,"Junior ML Engineer at Yellow.ai (201-500 employees, AI/ML industry) based in Chennai, Tamil Nadu with 5.5 years of experience. Top skills: YOLO (advanced), Learning to Rank (advanced), Pinecone (advanced), Computer Vision (advanced), Weights & Biases (intermediate). B.Tech in Electrical Engineering from KIIT University [tier_3 institution]. Previously held roles as Junior ML Engineer, Computer Vision Engineer. Holds certifications: NLP Specialization, Deep Learning Specialization. Profile completeness: 73%; saved by 14 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 76%; GitHub activity score: 72/100; interview completion rate: 97%; offer acceptance rate: 83%. Actively open to work; notice period 90 days; prefers remote work; expected salary 28.6-50.3 lpa."
CAND_0079387,79,85.5172,"AI Engineer at Microsoft (10001+ employees, Software industry) based in Trivandrum, Kerala with 6.9 years of experience. Top skills: Haystack (expert), Time Series (advanced), scikit-learn (expert), Sentence Transformers (expert), QLoRA (expert). M.Sc in Computer Science from IIIT Hyderabad [tier_1 institution]. Previously held roles as NLP Engineer, Applied ML Engineer.  Profile completeness: 90%; saved by 22 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 81%; GitHub activity score: 64/100; interview completion rate: 90%; offer acceptance rate: 50%. Actively open to work; notice period 30 days; prefers hybrid work; expected salary 39.8-54.7 lpa."
CAND_0088354,80,85.4919,"Junior ML Engineer at Aganitha (51-200 employees, AI/ML industry) based in Kolkata, West Bengal with 6.5 years of experience. Top skills: YOLO (advanced), Kubeflow (advanced), MLOps (advanced), PEFT (advanced), BentoML (intermediate). M.Sc in Artificial Intelligence from Delhi College of Engineering [tier_2 institution]. Previously held roles as Computer Vision Engineer, Data Scientist.  Profile completeness: 88%; saved by 24 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 80%; GitHub activity score: 72/100; interview completion rate: 74%; offer acceptance rate: 36%. Notice period 120 days; prefers flexible work; expected salary 17.3-33.3 lpa."
CAND_0073504,81,85.4649,"Junior ML Engineer at PolicyBazaar (5001-10000 employees, Insurance Tech industry) based in Gurgaon, Haryana with 6.6 years of experience. Top skills: Vector Search (advanced), TensorFlow (advanced), Diffusion Models (advanced), MLflow (advanced), pgvector (advanced). Ph.D in Electrical Engineering from Lovely Professional University [tier_3 institution]. Previously held roles as Senior Software Engineer (ML).  Profile completeness: 80%; saved by 4 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 78%; GitHub activity score: 62/100; interview completion rate: 62%; offer acceptance rate: 69%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 31.6-37.0 lpa."
CAND_0082489,82,85.4639,"ML Engineer at InMobi (1001-5000 employees, AdTech industry) based in Noida, Uttar Pradesh with 5.3 years of experience. Top skills: Weaviate (advanced), LangChain (advanced), RAG (advanced), Weights & Biases (advanced), Hugging Face Transformers (intermediate). B.E. in Computer Science from Lovely Professional University [tier_3 institution]. Previously held roles as AI Research Engineer.  Profile completeness: 69%; saved by 12 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 71%; GitHub activity score: 75/100; interview completion rate: 91%. Notice period 90 days; willing to relocate; prefers remote work; expected salary 34.8-41.8 lpa."
CAND_0041669,83,85.4526,"Recommendation Systems Engineer at CRED (1001-5000 employees, Fintech industry) based in Noida, Uttar Pradesh with 8.0 years of experience. Top skills: Weaviate (advanced), Time Series (advanced), Prompt Engineering (advanced), MLflow (advanced), Qdrant (advanced). B.Tech in Information Technology from IIT Guwahati [tier_1 institution]. Previously held roles as NLP Engineer, Search Engineer.  Profile completeness: 62%; saved by 37 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 77%; GitHub activity score: 71/100; interview completion rate: 93%; offer acceptance rate: 82%. Actively open to work; notice period 60 days; prefers onsite work; expected salary 30.2-52.8 lpa."
CAND_0050876,84,85.4411,"Applied ML Engineer at Freshworks (5001-10000 employees, SaaS industry) based in Kolkata, West Bengal with 6.0 years of experience. Top skills: Qdrant (advanced), Sentence Transformers (expert), Prompt Engineering (expert), PyTorch (advanced), MLOps (advanced). M.S. in Machine Learning from Stanford University [tier_1 institution]. Previously held roles as AI Engineer, Recommendation Systems Engineer. Holds certifications: LangChain for LLM Application Development, AWS Certified Machine Learning Specialty. Profile completeness: 82%; saved by 3 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 67%; GitHub activity score: 86/100; interview completion rate: 97%; offer acceptance rate: 77%. Actively open to work; notice period 90 days; prefers hybrid work; expected salary 27.8-49.5 lpa."
CAND_0030031,85,85.4133,"AI Engineer at Microsoft (10001+ employees, Software industry) based in Trivandrum, Kerala with 5.7 years of experience. Top skills: scikit-learn (expert), NLP (expert), Vector Search (expert), Information Retrieval (advanced), QLoRA (expert). B.Sc in Data Science from IIT Bombay [tier_1 institution]. Previously held roles as Search Engineer, Senior Data Scientist.  Profile completeness: 81%; saved by 13 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 94%; GitHub activity score: 32/100; interview completion rate: 81%. Notice period 30 days; prefers remote work; expected salary 39.3-63.5 lpa."
CAND_0017093,86,85.3017,"ML Engineer at Zoho (10001+ employees, SaaS industry) based in Hyderabad, Telangana with 5.9 years of experience. Top skills: BM25 (advanced), Data Science (advanced), Embeddings (advanced), TTS (advanced), ASR (intermediate). B.E. in Machine Learning from VIT Vellore [tier_2 institution]. Previously held roles as AI Research Engineer. Holds certifications: Google Cloud Professional ML Engineer, NLP Specialization. Profile completeness: 50%; saved by 36 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 58%; GitHub activity score: 84/100; interview completion rate: 66%; offer acceptance rate: 38%. Actively open to work; notice period 30 days; willing to relocate; prefers hybrid work; expected salary 34.3-51.4 lpa."
CAND_0005193,87,85.283,"Senior Software Engineer at Acme Corp (201-500 employees, Manufacturing industry) based in Hyderabad, Telangana with 6.2 years of experience. Top skills: Machine Learning (advanced), OpenSearch (advanced), MLOps (advanced), TTS (advanced), Feature Engineering (advanced). B.Sc in Statistics from Generic State University [tier_4 institution]. Previously held roles as Data Engineer, Senior Software Engineer. Holds certifications: Scrum Master Certified. Profile completeness: 78%; saved by 26 recruiters in last 30 days. Behavioral signals — Recruiter response rate: 82%; GitHub activity score: 66/100; interview completion rate: 63%; offer acceptance rate: 80%. Actively open to work; notice period 60 days; prefers hybrid work; expected salary 22.3-27.9 lpa."
